--env SUMSTAT	--env GSSS	--env REFLD	--env GSRLD	--env OUT	--env CELL	--env GSBFILE	--env BFILE
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_spleen-ENCODE	spleen-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_stomach-ENCODE	stomach-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_stomach-Roadmap	stomach-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_stomach_fetal-ENCODE	stomach_fetal-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_stomach_fetal-Roadmap	stomach_fetal-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_T-cell-ENCODE	T-cell-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP-1_macrophage-VanBortle2017	THP-1_macrophage-VanBortle2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP-1_monocyte-VanBortle2017	THP-1_monocyte-VanBortle2017	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP1-Engreitz	THP1-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP1_LPS_4hr-Engreitz	THP1_LPS_4hr-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_thymus_fetal-ENCODE	thymus_fetal-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_thymus_fetal-Roadmap	thymus_fetal-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_thyroid_gland-ENCODE	thyroid_gland-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_transverse_colon-ENCODE	transverse_colon-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_trophoblast_cell-ENCODE	trophoblast_cell-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_U937-Engreitz	U937-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_U937_LPS_4hr-Engreitz	U937_LPS_4hr-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_uterus-ENCODE	uterus-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_white_adipose-Loft2014	white_adipose-Loft2014	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_0h	THP_pmaLPS_ATAC_0h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_1h	THP_pmaLPS_ATAC_1h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_2h	THP_pmaLPS_ATAC_2h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_6h	THP_pmaLPS_ATAC_6h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_12h	THP_pmaLPS_ATAC_12h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_24h	THP_pmaLPS_ATAC_24h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_48h	THP_pmaLPS_ATAC_48h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_72h	THP_pmaLPS_ATAC_72h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_96h	THP_pmaLPS_ATAC_96h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_THP_pmaLPS_ATAC_120h	THP_pmaLPS_ATAC_120h	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_HT29	HT29	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_HAP1	HAP1	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_LNCAP	LNCAP	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_H7	H7	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_LoVo	LoVo	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_NCCIT	NCCIT	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_MDA-MB-231	MDA-MB-231	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_HCT116-AID_ENCODE_DHS_untreated	HCT116-AID_ENCODE_DHS_untreated	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_HCT116-AID_ENCODE_DHS_Auxin6hr	HCT116-AID_ENCODE_DHS_Auxin6hr	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_Adipocyte-Claussnitzer_d0	Adipocyte-Claussnitzer_d0	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_Adipocyte-Claussnitzer_d2	Adipocyte-Claussnitzer_d2	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_Adipocyte-Claussnitzer_d6	Adipocyte-Claussnitzer_d6	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_Adipocyte-Claussnitzer_d14	Adipocyte-Claussnitzer_d14	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_teloHAEC	teloHAEC	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_eahy926	eahy926	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_pancreatic-acinar-cell-AMP	pancreatic-acinar-cell-AMP	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_pancreatic-alpha-cell-AMP	pancreatic-alpha-cell-AMP	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_pancreatic-beta-cell-AMP	pancreatic-beta-cell-AMP	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.CD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.CD.gwas_info03_filtered_1000G_baselineLD2.2_pancreatic-ductal-cell-AMP	pancreatic-ductal-cell-AMP	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_A673-ENCODE	A673-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_adipose_tissue-ENCODE	adipose_tissue-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_adrenal_gland-ENCODE	adrenal_gland-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_adrenal_gland_fetal-Roadmap	adrenal_gland_fetal-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_adrenal_gland_fetal-ENCODE	adrenal_gland_fetal-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_astrocyte-Roadmap	astrocyte-Roadmap	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_astrocyte-ENCODE	astrocyte-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_B_cell-ENCODE	B_cell-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_bipolar_neuron_from_iPSC-ENCODE	bipolar_neuron_from_iPSC-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_BJAB-Engreitz	BJAB-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_BJAB_anti-IgM_anti-CD40_4hr-Engreitz	BJAB_anti-IgM_anti-CD40_4hr-Engreitz	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_body_of_pancreas-ENCODE	body_of_pancreas-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_breast_epithelium-ENCODE	breast_epithelium-ENCODE	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
EUR.IBD.gwas_info03_filtered.sumstats.gz	gs://regularized_sldsc/ABC/data/formatted_sumstats_rsid/	baselineLD_forABC.	gs://regularized_sldsc/data/annot_and_ldscore/EUR/baselineLD_v2.2/	EUR.IBD.gwas_info03_filtered_1000G_baselineLD2.2_brite_adipose-Loft2014	brite_adipose-Loft2014	gs://regularized_sldsc/data/reference_files/1000G_EUR_Phase3/plink_files/	1000G.EUR.QC.
